表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
上,名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
斜め,名詞,一般,*,*,*,*,斜め,ナナメ,ナナメ,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
凹面鏡,名詞,一般,*,*,*,*,凹面鏡,オウメンキョウ,オーメンキョー,,,,0,46
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,46
装置,名詞,サ変接続,*,*,*,*,装置,ソウチ,ソーチ,,,,0,46
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,46
、,記号,読点,*,*,*,*,、,、,、,,,,0,46
電灯,名詞,一般,*,*,*,*,電灯,デントウ,デントー,,,,0,46
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,46
箱,名詞,一般,*,*,*,*,箱,ハコ,ハコ,,,,0,46
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,46
内部,名詞,一般,*,*,*,*,内部,ナイブ,ナイブ,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
引き込み,動詞,自立,*,*,五段・マ行,連用形,引き込む,ヒキコミ,ヒキコミ,,,,0,46
、,記号,読点,*,*,*,*,、,、,、,,,,0,46
光線,名詞,一般,*,*,*,*,光線,コウセン,コーセン,,,,0,46
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,46
紙幣,名詞,一般,*,*,*,*,紙幣,シヘイ,シヘイ,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
当たる,動詞,自立,*,*,五段・ラ行,基本形,当たる,アタル,アタル,,,,0,46
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,,,,0,46
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,46
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,,,,0,46
と,助詞,接続助詞,*,*,*,*,と,ト,ト,,,,0,46
、,記号,読点,*,*,*,*,、,、,、,,,,0,46
凹面鏡,名詞,一般,*,*,*,*,凹面鏡,オウメンキョウ,オーメンキョー,,,,0,46
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,46
焦点,名詞,一般,*,*,*,*,焦点,ショウテン,ショーテン,,,,0,46
